Latitude (Deg), Longitude (Deg), GPS Altitude (m), N Velocity(m/s), E Velocity(m/s), D Velocity(m/s), Velocity(m/s), Ground Speed(m/s), AccelerometerX(g), AccelerometerY(g), AccelerometerZ(g), GyroX(rad/s), GyroY(rad/s), GyroZ(rad/s), Barometric Alt(m), QuaternionX, QuaternionY, QuaternionZ, QuaternionW, Roll(deg), Pitch(deg), Yaw(deg), MagneticX, MagneticY, MagneticZ, Satellites, Sequence(135 Hz) ,
36.16374835,140.0520557,56.3845787,-0.006597354,-7.93E-05,0.004715859,0.008109913,0.00659783,-0.000233272,-0.016379293,-1.009301305,-3.27E-05,0.002942614,0.00728923,56.75042725,0.004025038,0.006713738,0.817205787,0.576292992,0.894550729,0.066439747,109.6175872,0.016539827,-0.002131388,-0.089424707,6,6384, 
36.16374835,140.0520557,56.3845787,-0.006516784,-9.50E-05,0.007086378,0.009627785,0.006517476,-0.000326323,-0.016763367,-1.009167194,-0.000359289,0.003248762,0.007832561,56.74916077,0.004026008,0.006715671,0.817169726,0.576343894,0.894791797,0.066532328,109.6104395,0.016113892,-0.003134634,-0.088050462,6,6387, 
36.16374835,140.0520557,56.3845787,-0.006442566,-0.000121465,0.00937541,0.011376279,0.006443711,-0.000176713,-0.016961094,-1.008531809,-0.000704231,0.003614544,0.007510521,56.74788666,0.004025812,0.006717403,0.817134023,0.576394677,0.894936793,0.066720623,109.6033272,0.014843568,-0.005298883,-0.082932092,6,6390, 
36.16374835,140.0520557,56.3845787,-0.006386879,-0.000138791,0.011604291,0.013246549,0.006388387,0.00021096,-0.016925652,-1.007963657,-0.001333477,0.004004342,0.006569946,56.74660492,0.004024134,0.00671869,0.817097306,0.576446652,0.894942166,0.06701974,109.5960372,0.0111375,-0.003465243,-0.077612497,6,6393, 
36.16374835,140.0520557,56.38148117,-0.006369851,-0.000143595,0.013805409,0.015204767,0.006371469,0.000628201,-0.016636558,-1.00765419,-0.001915565,0.003873268,0.005221399,56.74530792,0.0040213,0.006718937,0.81705898,0.576501012,0.894773695,0.06736093,109.5884179,0.003405675,-0.000960827,-0.074138261,6,6396, 
36.16374835,140.0520557,56.38148117,-0.00638134,-0.000157855,0.015942311,0.01717276,0.006383292,0.000884095,-0.016299982,-1.007565141,-0.00231268,0.003693815,0.003725227,56.7440033,0.004018055,0.006717976,0.817018628,0.576558232,0.894464558,0.067663833,109.5803963,-0.002297923,-0.002851941,-0.07404194,6,6399, 
36.16374835,140.0520557,56.38148117,-0.006413027,-0.00018586,0.018000573,0.019109738,0.00641572,0.001024093,-0.015780378,-1.00733614,-0.002427815,0.003361389,0.002170569,56.74269104,0.00401494,0.006716138,0.81697607,0.576618612,0.894081652,0.067900143,109.5719328,-0.006337389,-0.00560103,-0.072685815,6,6402, 
36.16374835,140.0520557,56.38148117,-0.006463408,-0.000217778,0.019988876,0.021009004,0.006467076,0.001141395,-0.015173652,-1.006738663,-0.002810437,0.003065814,0.000890784,56.74137115,0.004012084,0.006713353,0.816931367,0.576681793,0.893626991,0.068052681,109.5630644,-0.01007627,-0.006383661,-0.066997148,6,6405, 
36.16374835,140.0520557,56.44243622,-0.006529969,-0.000270013,0.021364264,0.022341557,0.006535549,0.001437189,-0.014690278,-1.006045699,-0.002816718,0.002749561,-0.000328542,56.74025726,0.004009554,0.006709744,0.816885054,0.576747656,0.89311635,0.068122952,109.553838,-0.015078649,-0.005611412,-0.060317613,6,6408, 
36.16374835,140.0520557,56.44243622,-0.006620966,-0.000279919,0.022718672,0.023665451,0.00662688,0.001880475,-0.014438503,-1.00565958,-0.002469807,0.002533645,-0.001219015,56.73913956,0.004007794,0.006706109,0.816837013,0.576815546,0.892654188,0.068121602,109.544307,-0.01819934,-0.001981173,-0.05646763,6,6411, 
