Latitude (Deg), Longitude (Deg), GPS Altitude (m), N Velocity(m/s), E Velocity(m/s), D Velocity(m/s), Velocity(m/s), Ground Speed(m/s), AccelerometerX(g), AccelerometerY(g), AccelerometerZ(g), GyroX(rad/s), GyroY(rad/s), GyroZ(rad/s), Barometric Alt(m), QuaternionX, QuaternionY, QuaternionZ, QuaternionW, Roll(deg), Pitch(deg), Yaw(deg), MagneticX, MagneticY, MagneticZ, Satellites, Sequence(135 Hz) ,
36.16390857,140.0521061,78.42867279,-5.88615036,-1.902434587,0.018029818,6.185979995,6.18595372,-0.006333405,-0.194373056,-0.978226721,-0.064148158,-0.00473986,0.008078457,78.51705933,0.077369332,0.112854913,0.797643542,0.587403297,15.72028842,0.524630368,107.3348329,-0.557095528,-0.314067662,0.050661094,10,180736, 
36.1639083,140.052106,78.42867279,-5.8896451,-1.902750134,0.01941962,6.189406643,6.189376178,0.008950925,-0.187383845,-0.968680501,-0.091148078,-0.018631563,0.02100724,78.51667023,0.07727883,0.112685703,0.797679663,0.587398648,15.69832557,0.521132735,107.337159,-0.698909998,-0.063097715,0.026797451,10,180739, 
36.16390804,140.0521059,78.42867279,-5.893350601,-1.902926326,0.020653173,6.192990914,6.192956476,0.012079023,-0.189179331,-0.970748127,-0.088664107,-0.02739164,0.018389829,78.5162735,0.07719437,0.112474412,0.797724605,0.58738929,15.67285542,0.514112341,107.3400289,-0.741000175,-0.035234869,0.007674351,10,180742, 
36.16390777,140.0521058,78.42867279,-5.897401333,-1.903827906,0.021755451,6.197126469,6.197088282,0.012939089,-0.179612979,-0.974287271,-0.055557698,0.009202134,0.001648066,78.51586914,0.077105545,0.112320893,0.797752857,0.587391794,15.65246814,0.51168127,107.341306,-0.810175419,-0.180315316,0.136816576,10,180745, 
36.16390751,140.0521057,78.50183868,-5.901893139,-1.905672312,0.022787442,6.201971368,6.201929505,0.005580528,-0.182082415,-0.984322667,-0.056659382,0.010115171,-0.011582671,78.51571655,0.076998614,0.11222972,0.797758341,0.587415874,15.63664007,0.51558103,107.3399027,-0.898394704,-0.368887573,0.160170525,10,180748, 
36.16390724,140.0521056,78.50183868,-5.906403065,-1.907404423,0.023922933,6.206799586,6.206753483,0.009975742,-0.181582689,-0.987283766,-0.029344652,-0.006755086,-0.035048537,78.51555634,0.076921694,0.11215651,0.797731638,0.587476194,15.62451715,0.518695566,107.3328249,-0.902030468,-0.346427262,0.150151759,10,180751, 
36.16390697,140.0521054,78.50183868,-5.911253929,-1.908521414,0.024995517,6.211763178,6.211712888,0.013853241,-0.18037422,-0.984600604,-0.010232307,-0.045391109,-0.035914376,78.51538849,0.076930806,0.112091169,0.797675192,0.587564111,15.61899449,0.51509054,107.3202453,-0.970116377,-0.223384142,0.08113724,10,180754, 
36.16390645,140.0521052,78.50183868,-5.922991753,-1.920613289,0.025711121,6.226656227,6.226603144,0.007936776,-0.185218886,-0.984648287,0.023865797,-0.076187782,-0.027130147,78.51522064,0.077055179,0.112024732,0.797604084,0.587656975,15.6212535,0.501068285,107.304806,-0.964817405,-0.215183794,0.013973914,10,180757, 
36.16390619,140.0521051,78.66465759,-5.92787838,-1.921880245,0.024565583,6.23169072,6.231642301,0.000561452,-0.178285941,-0.984960377,0.062223502,-0.037055671,-0.026791789,78.51560211,0.077225752,0.112035803,0.797530472,0.587732553,15.63391005,0.487844881,107.2909585,-0.977300406,-0.253386021,-0.021558858,10,180760, 
36.16390592,140.052105,78.66465759,-5.932587147,-1.923888206,0.023279676,6.23678427,6.236740822,-0.000828628,-0.179304868,-0.989670753,0.082652062,0.009382844,-0.029984854,78.51598358,0.077353783,0.112168588,0.797454476,0.587793231,15.65501358,0.486540537,107.2800057,-0.941690445,-0.40157643,0.078905962,10,180763, 
